"Date","Brand.Names","Product.Description","Product.Types","Recall.Reason.Description","Company.Name","Category","Food.Sub"
0004-10-20,"Corner Store Market","Ready to Eat Sandwiches, Wraps, and Salads","Food & Beverages, Prepared Food","Potential to be contaminated with Listeria monocytogenes","Great American Marketing Company","Food & Beverages","Prepared Food"
0003-10-20,"WEGMANS","Fresh Cauliflower Rice, Veggie Cauliflower Rice Blend and Stir-Fry Mix with Cauliflower","Food & Beverages, Foodborne Illness, Vegetable Protein Product","May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7)","Wegmans Food Market Inc.","Food & Beverages","Vegetable Protein Product"
NA,"Ottogi","Jin Ramen","Food & Beverages, Allergens, Prepared Food","Undeclared Egg","Ottogi America, Inc.","Food & Beverages","Prepared Food"
NA,"New Seasons","Hot & Sour Broth","Food & Beverages, Allergens, Soup","Undeclared Soy","New Seasons Market","Food & Beverages","Soup"
NA,"Thrive Market","Several varieties of nut butters","Food & Beverages, Butter/Butter Product","Listeria","Thrive Market Inc.","Food & Beverages","Butter/Butter Product"
NA,"Baraka","Curry powder","Food & Beverages, Spices, Flavors &  Salts","Due to Lead","UBC Food Distributors, Inc","Food & Beverages","Flavors &  Salts"
0003-10-20,"Inspired Organics","Organic almond butter","Food & Beverages, Foodborne Illness, Organic Food / Home Grown","Potential to be contaminated with Listeria monocytogenes","Inspired Organics, LLC","Food & Beverages","Organic Food / Home Grown"
0001-04-20,"Shamrock Farms","2% Reduced Fat Vanilla Half Gallon Milk","Food & Beverages, Milk/Milk Product","Undeclared Almonds","Shamrock Farms","Food & Beverages","Milk/Milk Product"
0001-04-20,"Clancy’s","Wavy Potato Chips","Food & Beverages, Snack Food Item","Undeclared Milk","Olde York Potato Chips","Food & Beverages","Snack Food Item"
NA,"Ben & Jerry’s","Coconut Seven Layer Bar bulk and Ben & Jerry’s Chunky Monkey ice cream","Food & Beverages, Ice Cream/Frozen Dairy","Undeclared Tree Nut","Unilever","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Hercules Candy","Cashew Brittle Bits","Food & Beverages, Candy/Gum (without chocolate)","Undeclared Peanuts","Hercules Candy LLC","Food & Beverages","Candy/Gum (without chocolate)"
NA,"Chips Ahoy!","Chips Ahoy Chewy Cookie","Food & Beverages, Chocolate/Cocoa Product","Due to Unexpected Solidified Ingredient","Mondelēz Global LLC","Food & Beverages","Chocolate/Cocoa Product"
NA,"Jensen Tuna Inc.","Frozen Ground Tuna","Food & Beverages, Seafood/Seafood Product","Due to Potential Presence of Salmonella","Jensen Tuna Inc.","Food & Beverages","Seafood/Seafood Product"
0012-05-20,"Light & Fit","Greek Crunch S'mores Nonfat Yogurt","Food & Beverages, Yogurt/Yogurt Product","Undeclared peanuts","Danone North America","Food & Beverages","Yogurt/Yogurt Product"
NA,"Talking Rain","Sparkling Ice Cherry Limeade","Food & Beverages, Food & Beverage Safety, Snack Food Item","Off Taste Off Odor","Talking Rain","Food & Beverages","Snack Food Item"
NA,"Food Lion","Dill Pickle Flavored Potato Chips","Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item","Undeclared milk","Shearer’s Foods, LLC","Food & Beverages","Snack Food Item"
NA,"Hy-Vee","Spring Pasta Salad","Food & Beverages, Foodborne Illness, Egg/Egg Product","May be contaminated with Salmonella","Hy-Vee","Food & Beverages","Egg/Egg Product"
NA,"Sherman Candy Co.","Sherman Candy Caramels sold in gift baskets","Food & Beverages, Allergens, Snack Food Item","May contain undeclared pecans, walnuts, almonds and/or peanuts","Gift Services, Inc. dba GiftTree","Food & Beverages","Snack Food Item"
NA,"United States Bakery","Hamburger Buns","Food & Beverages, Bakery Product/Mix","Undeclared milk","United States Bakery","Food & Beverages","Bakery Product/Mix"
NA,"Ritz","Cracker Sandwiches","Food & Beverages, Foodborne Illness, Food & Beverage Safety, Snack Food Item","Potential to be contaminated with salmonella","Mondelez Global LLC","Food & Beverages","Snack Food Item"
NA,"King Soopers, Smith’s and more","Salads","Food & Beverages, Allergens","Undeclared peanut","Papa John’s Salads and Produce","Food & Beverages",""
NA,"Utz®","Carolina Style Barbeque Potato Chips","Food & Beverages, Allergens, Snack Food Item","due to undeclared soy","Utz® Quality Foods, LLC","Food & Beverages","Snack Food Item"
NA,"Associated Milk Producers, Inc. (AMPI)","Dry Whey Powder","Food & Beverages, Food & Beverage Safety","Potential to be contaminated with salmonella","Associated Milk Producers, Inc. (AMPI)","Food & Beverages",""
NA,"Mrs. Freshley's, Food Lion, Captain John Derst's, more","Swiss Rolls and Bread","Food & Beverages, Bakery Product/Mix","Salmonella","Flowers Foods, Inc.","Food & Beverages","Bakery Product/Mix"
0008-07-20,"El Guapo","Jamaica Hibiscus Flower","Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item","Unlabeled Peanut","Mojave Foods Corporation","Food & Beverages","Snack Food Item"
NA,"Goldfish","Crackers","Food & Beverages, Snack Food Item","Potential to be contaminated with salmonella","Pepperidge Farm","Food & Beverages","Snack Food Item"
NA,"Sweet Earth","Aloha BBQ Quesadilla","Food & Beverages, Allergens, Prepared Food","Undeclared Egg and Milk","Sweet Earth Foods","Food & Beverages","Prepared Food"
NA,"Best Taste","Snack Ginger Sliced","Food & Beverages, Allergens, Snack Food Item","Undeclared Sulfites","Country Favor Inc.","Food & Beverages","Snack Food Item"
NA,"Hostess","Cookies 'n Creme Brownies","Food & Beverages, Allergens, Snack Food Item","Undeclared egg","Hostess Brands, LLC","Food & Beverages","Snack Food Item"
NA,"TeaSource","Loose Leaf Tea","Food & Beverages, Allergens, Coffee/Tea","Undeclared almonds","TeaSource","Food & Beverages","Coffee/Tea"
NA,"Salt & Straw","Chocolate Gooey Brownie Ice Cream","Food & Beverages, Allergens, Ice Cream/Frozen Dairy","Salt & Straw Voluntarily Recalls Certain Lots of Chocolate Gooey Brownie Ice Cream Pints Due to Possible Undeclared Peanuts","Salt & Straw Ice Cream","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Premo, Fresh Grab","Sandwiches","Food & Beverages, Prepared Food","Potential to be contaminated with Listeria monocytogenes","Lipari Foods LLC","Food & Beverages","Prepared Food"
NA,"Almond Breeze","Vanilla almondmilk","Food & Beverages, Allergens, Milk/Milk Product","Undeclared milk","HP Hood LLC","Food & Beverages","Milk/Milk Product"
NA,"Taco Bell","Salsa Con Queso Mild Cheese Dip","Food & Beverages, Foodborne Illness, Snack Food Item","Potential growth of Clostridium botulinum (C. botulinum)","Kraft Heinz","Food & Beverages","Snack Food Item"
NA,"Marsee Baking","Cookies","Food & Beverages, Allergens, Bakery Product/Mix","Allergen: Peanuts","Marsee Foods Inc. dba Marsee Baking","Food & Beverages","Bakery Product/Mix"
NA,"Premo Brand","Turkey and Cheese Wedge Sandwiches","Food & Beverages, Foodborne Illness, Prepared Food","Potential to be contaminated with Listeria monocytogenes","Lipari Foods, LLC","Food & Beverages","Prepared Food"
NA,"Sugar Melon Candy/Wax Gourd","Sugar Melon Candy/Wax Gourd","Food & Beverages, Allergens, Candy/Gum (without chocolate)","Undeclared Sulfites","SLR Food Distribution Inc.","Food & Beverages","Candy/Gum (without chocolate)"
NA,"Corrado, Orlando Imports, Nouri’s, more","Curry powder","Food & Beverages, Advertising, Spices, Flavors &  Salts","Due to Elevated Lead","Office of Regulatory Affairs","Food & Beverages","Flavors &  Salts"
NA,"Weis","Chocolate Whoopie Pie","Food & Beverages, Snack Food Item","Undeclared Peanuts","Shirley's Cookie Company","Food & Beverages","Snack Food Item"
0003-10-20,"Inspired Organics","Organic almond butter, Organic Peanut Butter, Organic Tahini Butter","Food & Beverages, Foodborne Illness","Potential to be contaminated with Listeria monocytogenes","Inspired Organics, LLC","Food & Beverages",""
NA,"Henry Avocado Corporation","California-grown conventional and organic avocados","Food & Beverages, Fruit/Fruit Product","Potential to be contaminated with Listeria monocytogenes","Henry Avocado Corporation","Food & Beverages","Fruit/Fruit Product"
0004-04-20,"Thomas Hammer","Blueberry Bread","Food & Beverages, Egg/Egg Product","Undeclared egg","Thomas Hammer Coffee Roasters Inc.","Food & Beverages","Egg/Egg Product"
NA,"Theo","Sea Salt 70% Dark Chocolate bars","Food & Beverages, Chocolate/Cocoa Product","Undeclared milk","Theo Chocolate","Food & Beverages","Chocolate/Cocoa Product"
0004-01-20,"NadaMoo!","Strawberry Cheesecake Non-Dairy Frozen","Food & Beverages, Ice Cream/Frozen Dairy","Undeclared Almond","Little Red Rooster Ice Cream Company, d/b/a NadaMoo!","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Whole Foods Market","Queso Sauce","Food & Beverages","Undeclared cashews","Whole Foods Market","Food & Beverages",""
NA,"Homestead Creamery","Unsalted Butter","Food & Beverages, Foodborne Illness, Butter/Butter Product","Potential to be contaminated with Listeria monocytogenes","Homestead Creamery Inc.","Food & Beverages","Butter/Butter Product"
NA,"Ocean Spray","Pink Lite Cranberry Juice Drink","Food & Beverages","Undeclared Sulfites","Ocean Spray Cranberries, Inc.","Food & Beverages",""
NA,"Buckhead Meat and Seafood of Houston, Inc.","Frozen Flounder Stuffed with Seafood","Food & Beverages","Undeclared wheat, soy, milk, fish, and eggs","Buckhead Meat and Seafood of Houston, Inc., a Sysco Company","Food & Beverages",""
NA,"Royal International Trading Inc.","""TAINY BOCTOKA DRY FRUITS MIX COMPOT APPLE""","Food & Beverages, Allergens, Fruit/Fruit Product","Undeclared Sulfites","Royal International Trading Inc.","Food & Beverages","Fruit/Fruit Product"
NA,"Benefiber","Prebiotic Fiber Supplement","Food & Beverages","Potential for plastic pieces or shavings","GSK Consumer Healthcare","Food & Beverages",""
NA,"Condies Foods","Chicken salad sandwiches","Food & Beverages, Allergens","Undeclared soy","Condies Foods","Food & Beverages",""
0005-01-20,"Nabisco","Ritz crackers","Food & Beverages","Undeclared peanut","Mondelez Global LLC","Food & Beverages",""
0005-04-20,"OPTAVIA","Essential Old Fashioned Maple & Brown Sugar Oatmeal","Food & Beverages, Allergens","Undeclared Milk","Medifast, Inc.","Food & Beverages",""
0005-05-20,"The Essential Baking Company","Sliced Columbia Bread","Food & Beverages","Undeclared Egg","The Essential Baking Company","Food & Beverages",""
0005-08-20,"Pluckers World Famous Wing Sauce","Bottled Wing Sauces","Food & Beverages","Undeclared Allergens (Milk, Soy, and/or Wheat)","Zilk's Plus Resources, LLC","Food & Beverages",""
0005-11-20,"Wild Harvest","Organic Fresh Basil","Food & Beverages, Vegetable Products","Contaminated by Cyclospora cayetanensis","United Natural Foods, Inc.","Food & Beverages","Vegetable Products"
NA,"Peekaboo","Mint Chocolate Chip with Hidden Spinach Ice Cream","Food & Beverages, Foodborne Illness, Ice Cream/Frozen Dairy","Potential to be contaminated with Listeria monocytogenes","Ramar Foods","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Wegmans","Semi-Sweet Chocolate nonpareils","Food & Beverages","Undeclared Milk","MELLACE FAMILY BRANDS CALIFORNIA INC.","Food & Beverages",""
NA,"Radhuni","Curry Powder","Food & Beverages, Foodborne Illness, Spices, Flavors &  Salts","Salmonella","New Hoque and Sons, Inc.","Food & Beverages","Flavors &  Salts"
NA,"Johnson Sea Products","Crab cakes","Food & Beverages","Undeclared wheat and soy","Johnson Sea Products","Food & Beverages",""
0002-08-20,"Specialty Commodities, Inc.","Dry Roasted Almonds","Food & Beverages, Allergens, Food & Beverage Safety","Undeclared cashews","Specialty Commodities, Inc.","Food & Beverages",""
0006-11-20,"Xi Zhi Liang","Konjac powder jelly cups","Food & Beverages","Potential choking hazard","Rong Shing Trading NY Inc.","Food & Beverages",""
0006-12-20,"Captain Rusty’s","Undeclared fish, shellfish, wheat, eggs, soy, and milk","Food & Beverages, Allergens, Seafood/Seafood Product","Undeclared fish, shellfish, wheat, eggs, soy, and milk","Rusty’s Seafood Market","Food & Beverages","Seafood/Seafood Product"
0006-12-20,"Now Real Food","Raw Macadamia Nuts","Food & Beverages, Foodborne Illness, Nuts & Nut Products","Potential Salmonella contamination","NOW Health Group, Inc.","Food & Beverages","Nuts & Nut Products"
NA,"Fresh Express","Southwest Chopped Kit","Food & Beverages, Allergens","Undeclared wheat, soy, cashews and coconut","Fresh Express","Food & Beverages",""
NA,"Hill Country Fare","Pink Lemonade, Citrus Punch, Fruit Drink and Grape Drink","Food & Beverages","Undeclared Milk","H-E-B","Food & Beverages",""
NA,"Flagstone Foods LLC","North Star Sweet & Salty Caramel Trail Mix","Food & Beverages","Undeclared Cashews","Flagstone Foods LLC","Food & Beverages",""
NA,"Hy-Vee Inc.","Garden Salad, Bagged","Food & Beverages","Potential Cyclospora Contamination","Hy-Vee Inc.","Food & Beverages",""
NA,"Gordon Choice","Imitation Crab Supreme Style","Food & Beverages, Allergens","May contain undeclared egg white","Trident Seafoods","Food & Beverages",""
NA,"7-Select","Yogurt Pretzels","Food & Beverages, Allergens, Snack Food Item","Undeclared Peanuts","Mount Franklin Foods","Food & Beverages","Snack Food Item"
NA,"Little Salad Bar","Garden Salad","Food & Beverages, Foodborne Illness, Vegetable Products","Possible Cyclospora Contamination","ALDI","Food & Beverages","Vegetable Products"
NA,"Golden Nutrition Inc.","Anti-Viral Immune Enhancement Capsules","Food & Beverages","Unsubstantiated Health Claims on Label","Golden Nutrition Inc.","Food & Beverages",""
NA,"Enlightened","Chocolate Peanut Butter Ice Cream","Food & Beverages, Allergens, Ice Cream/Frozen Dairy","May contain undeclared milk ingredients","Beyond Better Foods, LLC","Food & Beverages","Ice Cream/Frozen Dairy"
0007-02-20,"Signature Farms","Garden Salad","Food & Beverages, Foodborne Illness","Possible Cyclospora Contamination","Jewel-Osco","Food & Beverages",""
NA,"Marketside","Classic Iceberg Salad","Food & Beverages","Possible Cyclospora Contamination","Fresh Express","Food & Beverages",""
NA,"Hy-Vee","Chopped Salad Kit, Shredded Iceberg and more","Food & Beverages, Produce","Possible Cyclospora Contamination","Hy-Vee Inc.","Food & Beverages","Produce"
NA,"Fresh Express, Giant Eagle and more","Old fashioned coleslaw, 3 color deli coleslaw and more","Food & Beverages","Possible Cyclospora Contamination","Fresh Express","Food & Beverages",""
NA,"Garlic Shrimp Poke","Garlic Shrimp Poke","Food & Beverages, Shellfish","Potential to be contaminated with Listeria monocytogenes","Norpac Fisheries Export","Food & Beverages","Shellfish"
NA,"Whole Foods Market","Red Velvet Cheesecake slices","Food & Beverages, Bakery Product/Mix","Undeclared walnuts","Whole Foods Market","Food & Beverages","Bakery Product/Mix"
NA,"Garland Ventures Ltd.","Five Cheese Stuffed Shells","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Garland Ventures Ltd.","Food & Beverages",""
0007-08-20,"KIND","Oats & Honey Granola with Toasted Coconut pouches","Food & Beverages, Allergens, Nuts & Nut Products","Undeclared sesame seeds","KIND Healthy Snacks","Food & Beverages","Nuts & Nut Products"
0007-09-20,"Sundial","Herbal Products/Dietary Supplements","Food & Beverages, Spices, Flavors &  Salts","Misbranding & Unapproved New Drugs","Sundial Herbal Products","Food & Beverages","Flavors &  Salts"
NA,"Wegmans","Pecan Blend Trail Mix","Food & Beverages, Allergens, Snack Food Item","Undeclared Almonds and Walnuts","Flagstone Foods, LLC","Food & Beverages","Snack Food Item"
NA,"Happy Colon","Shortbread Cookie & Chocolate Chip Cookie","Food & Beverages, Snack Food Item","Undeclared Milk","Happy Colon Foods, LLC","Food & Beverages","Snack Food Item"
NA,"Whole Foods","Spinach Artichoke Dip","Food & Beverages, Allergens","Undeclared Egg","Winter Gardens Quality Foods, Inc.","Food & Beverages",""
NA,"Giant Eagle","Dried Fruit Mix","Food & Beverages, Snack Food Item","Dried Fruit Mix","Giant Eagle, Inc.","Food & Beverages","Snack Food Item"
NA,"Hostess","Raspberry Zingers","Food & Beverages","Potential to contain mold","Hostess Brands LLC","Food & Beverages",""
NA,"UpSpring","""UpSpring Baby Iron + Immunity"" dietary supplements","Food & Beverages","Undeclared Milk","UpSpring LLC","Food & Beverages",""
NA,"Whole Foods","Kouign-amann pastries","Food & Beverages","Undeclared Egg","Whole Foods Market","Food & Beverages",""
NA,"Whole Foods","Chantilly Key Lime Tartlets","Food & Beverages","Undeclared almond","Whole Foods Market","Food & Beverages",""
NA,"Wellements","Iron Drops liquid Dietary Supplement and Iron Drops Sample liquid Dietary Supplement","Food & Beverages","Undeclared Milk","Wellements LLC","Food & Beverages",""
NA,"Earth Grown","Vegan Non-Dairy Almond Based Frozen Desserts","Food & Beverages, Allergens, Ice Cream/Frozen Dairy","Undeclared cashew","SmithFoods Inc.","Food & Beverages","Ice Cream/Frozen Dairy"
0008-04-20,"H-E-B","Blue Cheese Salmon Burgers","Food & Beverages","Undeclared wheat","H-E-B","Food & Beverages",""
0008-06-20,"Taylor Farms, Marketside","Diced onions, salads, stir fry and mirepoix","Food & Beverages","Salmonella","Taylor Farms Texas","Food & Beverages",""
0008-06-20,"Giant Eagle","Onions and prepared products containing onions","Food & Beverages","Salmonella","Giant Eagle","Food & Beverages",""
0008-07-20,"Haven’s Kitchen","Golden Turmeric Tahini","Food & Beverages","Undeclared soy","Haven’s Kitchen","Food & Beverages",""
0008-09-20,"Wegmans","Valencia Oranges, two-pound bag of lemons, bulk lemons, and a variety of in-store produced seafood and restaurant foods items that contain fresh lemon","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Wegmans Food Markets, Inc.","Food & Beverages",""
0008-09-20,"Freshouse, Natures Promise, Fresh From the Start, Wegmans","Valencia Oranges, Lemons, Limes, Organic Limes, and Red B Potatoes","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Freshouse II, LLC","Food & Beverages",""
0008-10-20,"Progressive Produce LLC","Red and yellow onions","Food & Beverages","Potential to be contaminated with Salmonella","Progressive Produce LLC","Food & Beverages",""
0008-11-20,"Saddlin' Up, Spokane Produce","Salsa","Food & Beverages","Salmonella","Spokane Produce, Inc.","Food & Beverages",""
0008-12-20,"AQUA STAR RESERVE, CENSEA, FRESH MARKET, and Others","Frozen cooked, peeled and deveined, tail on shrimp","Food & Beverages, Foodborne Illness, Shellfish","Potential for Salmonella","Kader Exports pvt. ltd","Food & Beverages","Shellfish"
0008-12-20,"Lund’s and Byerly’s","sea salt caramels","Food & Beverages","Undeclared almonds","Abdallah Candies","Food & Beverages",""
0008-12-20,"MURRAY'S, JARLSBERG, DELI","Cheese Dip","Food & Beverages","Potential for Salmonella","Kroger Delta Division","Food & Beverages",""
0008-12-20,"MURRAY'S, JARLSBERG, DELI","Cheese Dip","Food & Beverages","Potential for Salmonella","Kroger Mid-Atlantic","Food & Beverages",""
0008-12-20,"MURRAY'S, JARLSBERG, DELI","Cheese Dip","Food & Beverages","Potential for Salmonella","Kroger","Food & Beverages",""
0008-12-20,"MURRAY'S, JARLSBERG, DELI","Cheese Dip","Food & Beverages","Potential for Salmonella","Fred Meyer Stores","Food & Beverages",""
0008-12-20,"MURRAY'S, JARLSBERG, DELI","Cheese Dip","Food & Beverages","Potential for Salmonella","Fry’s Food Stores","Food & Beverages",""
0008-12-20,"MURRAY'S, JARLSBERG, DELI","Cheese Dip","Food & Beverages","Potential for Salmonella","Smith's","Food & Beverages",""
NA,"Serafin Fishery","Salmon Dip and Whitefish Dip","Food & Beverages, Allergens, Seafood/Seafood Product","Undeclared Eggs, Milk, Anchovies, and Soy","Serafin Fishery","Food & Beverages","Seafood/Seafood Product"
NA,"Hello Fresh","Onions","Food & Beverages, Foodborne Illness, Produce","Potential Salmonella Contamination","HelloFresh","Food & Beverages","Produce"
NA,"Wawona and Organic","Assorted Peaches (Loose Bulk and Packaged)","Food & Beverages","Potential Salmonella enteritidis","Aldi","Food & Beverages",""
NA,"Whole Foods Market","8-20-2020, Whole Foods Market","Food & Beverages, Allergens, Bakery Product/Mix","Undeclared Soy","Whole Foods Market","Food & Beverages","Bakery Product/Mix"
NA,"Southern Grove","Mixed Nuts Less than 50% Peanuts","Food & Beverages","Undeclared brazil nuts","Superior Nut Company","Food & Beverages",""
NA,"Wawona, Prima, Kroger, Organic Marketside, and Wegmans","Bagged Peaches","Food & Beverages","Potential Salmonella contamination","Prima Wawona","Food & Beverages",""
NA,"Ruffles","Original Potato Chips","Food & Beverages","Undeclared Milk","Frito-Lay","Food & Beverages",""
NA,"Wawona, Prima, Kroger, Organic Marketside, and Wegmans","Peaches","Food & Beverages","Potential Salmonella contamination","Prima Wawona","Food & Beverages",""
NA,"Wegmans and Wawona","Peaches and peach containing products","Food & Beverages","Product has the potential to be contaminated with Salmonella","Wegmans Food Markets","Food & Beverages",""
NA,"Lay’s","Lay’s Barbecue Flavored Potato Chips","Food & Beverages, Allergens, Snack Food Item","Product may contain undeclared milk.","Frito-Lay North America","Food & Beverages","Snack Food Item"
NA,"Hostess","Raspberry Zingers","Food & Beverages","Potential to contain mold","Hostess Brands LLC","Food & Beverages",""
NA,"Crazy Fresh and Quick & Easy an Unbranded and Bountiful Fresh gift baskets","Peach Salsa and Gift Baskets","Food & Beverages","Potential for Salmonella contamination","Russ Davis Wholesale","Food & Beverages",""
NA,"Schaws Sauce","Sweet and Sassy Barbecue and Basting Sauce & Sweet with Heat Barbecue and Basting Sauce","Food & Beverages","Undeclared soy and anchovies","Schaws Sauce","Food & Beverages",""
NA,"Ronzoni","Smart Taste Extra Wide Noodle","Food & Beverages","Undeclared egg.","RIVIANA FOODS INC.","Food & Beverages",""
NA,"Back to Nature","Organic Rosemary & Olive Oil Stoneground Wheat Crackers","Food & Beverages","Undeclared milk","B&G Foods","Food & Beverages",""
NA,"Signature Select","Chewy Granola Bars - Chocolate Chip","Food & Beverages, Allergens, Snack Food Item","Undeclared peanuts","TreeHouse Foods, Inc.","Food & Beverages","Snack Food Item"
0009-03-20,"Fresco","Ancient Grain Jackfruit Bowl","Food & Beverages","Due to undeclared fish","Fresco Foods, Inc.","Food & Beverages",""
0009-10-20,"Pretty Thai","Pretty Thai Sweat Chili Sauce","Food & Beverages","May contain Pretty Thai Peanut Sauce","Pretty Thai","Food & Beverages",""
0009-11-20,"Goodie Girl","Goodie Girl GF Magical Animal Crackers","Food & Beverages, Allergens, Snack Food Item","May Contain Undeclared Wheat","Goodie Girl Tribeca LLC","Food & Beverages","Snack Food Item"
NA,"Homestead Creamery","Chocolate Ice Cream","Food & Beverages","Undeclared pecans","Homestead Creamer","Food & Beverages",""
NA,"Trader Joe’s","Southwest Style Sweet Potato Saute Bowl","Food & Beverages, Allergens, Prepared Food","Undeclared milk and egg","GHSW, LLC","Food & Beverages","Prepared Food"
NA,"Shirakiku","Dried Fungus (also known a Black Fungus or Kikurage)","Food & Beverages","Product has the potential to be contaminated with Salmonella","Wismettac Asian Foods, Inc.","Food & Beverages",""
0010-01-20,"Walmart, RaceTrac","Watermelon Chunks","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Country Fresh","Food & Beverages",""
0010-03-20,"Walmart","Cut or sliced apples, grapes, mangoes, pineapples, and cantaloupe","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Country Fresh","Food & Beverages",""
0010-05-20,"Seneca, Clancy’s","Seneca Cinnamon Apple Chips and Clancy’s Cinnamon Apple Chips","Food & Beverages","Possible Salmonella contamination","Seneca Snack Company","Food & Beverages",""
0010-07-20,"Kandy Brand, Meijer Brand","Whole Cantaloupe, Select Cut Cantaloupe Fruit Trays & Bowls","Food & Beverages, Foodborne Illness, Fruit/Fruit Product","Salmonella","Meijer","Food & Beverages","Fruit/Fruit Product"
0010-09-20,"Back to Nature","Organic Rosemary & Olive Oil Stoneground Wheat Crackers","Food & Beverages, Snack Food Item","Undeclared peanut","B&G Foods","Food & Beverages","Snack Food Item"
0010-12-20,"The Spice Hunter","Spices and blends","Food & Beverages","Salmonella","Sauer Brands, Inc.","Food & Beverages",""
NA,"Cost Plus World Market, Great Value, O Organics, Full Circle","Parsley and Herbes De Provence","Food & Beverages","Salmonella","Red Monkey Foods, Inc.","Food & Beverages",""
NA,"Eishindo","Jelly Cups","Food & Beverages","Product poses a choking hazard.","Hadson Toko Trading Co., Inc.","Food & Beverages",""
NA,"TROPIQUE","ASSORTED FRUIT JELLY BAG & JELLY ANIMAL JAR","Food & Beverages, Snack Food Item","Potential Choking Hazard","COMERCIAL MEXICANA INNTERNATONAL INC","Food & Beverages","Snack Food Item"
NA,"Trader Joe’s","Gluten Free Battered Halibut","Food & Beverages, Allergens, Fish","Undeclared wheat and milk","Orca Bay Foods, LLC","Food & Beverages","Fish"
NA,"Whole Foods Market","Macaroni and Cheese products","Food & Beverages","Undeclared egg","Whole Foods Market","Food & Beverages",""
NA,"J&O","Mixed Veggie Cup with Dip","Food & Beverages","Undeclared egg","Russ Davis Wholesale","Food & Beverages",""
NA,"Homestead Creamery","Lemonade half gallon","Food & Beverages","Potential for residual chlorine from the sanitizing process","Homestead Creamery","Food & Beverages",""
0011-02-20,"Natural Grocers","Organic Whole Elder Berries","Food & Beverages, Foodborne Illness, Fruit/Fruit Product","Salmonella","Vitamin Cottage Natural Food Markets, Inc.","Food & Beverages","Fruit/Fruit Product"
0011-06-20,"Tanimura & Antle","Single head romaine lettuce","Food & Beverages","Possible contamination with E. Coli 0157:H7","Tanimura & Antle Inc.","Food & Beverages",""
0011-12-20,"Aldi Southern Grove","On the Go Sweet & Salty Trail Mix","Food & Beverages, Allergens, Snack Food Item","Undeclared Almonds","Kanan Enterprises","Food & Beverages","Snack Food Item"
NA,"Fresh Express","Fresh Express Kit Caesar Supreme","Food & Beverages, Foodborne Illness","Escherichia coli STEC 026 bacteria","Fresh Express","Food & Beverages",""
0001-04-20,"Hy-Vee","Cheesecake","Food & Beverages, Cheese/Cheese Product","Salmonella","Hy-Vee Inc.","Food & Beverages","Cheese/Cheese Product"
NA,"Jansal Valley","Dukkah 2.5oz","Food & Beverages, Prepared Food","Due to Potential Glass Pieces","Sid Wainer and Son","Food & Beverages","Prepared Food"
NA,"Concord Fresh Success","Mild Salsa Seasoning Mix","Food & Beverages, Allergens, Gravy/Sauces","Undeclared milk","Concord Foods","Food & Beverages","Gravy/Sauces"
NA,"Chukar Cherries","Ultra Dark Chocolate Cherries","Food & Beverages, Allergens, Chocolate/Cocoa Product","Undeclared Milk","Chukar Cherries","Food & Beverages","Chocolate/Cocoa Product"
NA,"Smoked Alaska","Smoked Silver Salmon","Food & Beverages, Fish","Potential to be contaminated with Clostridium botulinum","Smoked Alaska Seafoods, Inc","Food & Beverages","Fish"
NA,"Meijer","Ultimate Chocolate Mint Chip Cookies","Food & Beverages, Chocolate/Cocoa Product","Undeclared Soy","Meijer","Food & Beverages","Chocolate/Cocoa Product"
0003-12-20,"Chukar Cherries","Amaretto Rainier Chocolate Cherries","Food & Beverages, Allergens, Chocolate/Cocoa Product","Undeclared milk","Chukar Cherries","Food & Beverages","Chocolate/Cocoa Product"
NA,"Jacques Torres","Jacques’ Big Daddy Bar","Food & Beverages, Chocolate/Cocoa Product","Undeclared Milk","Jacques Torres Manufacturing LLC","Food & Beverages","Chocolate/Cocoa Product"
0003-10-20,"Adam Bros. Family Farms","Red leaf lettuce, green leaf lettuce, and cauliflower","Food & Beverages, Foodborne Illness, Produce","May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7).","Adam Bros. Farming, Inc.","Food & Beverages","Produce"
0003-12-20,"Cap’n Crunch’s","Peanut Butter Crunch Cereal","Food & Beverages, Foodborne Illness, Cereal/Breakfast Food","Due to Potential Presence of Salmonella","The Quaker Oats Company","Food & Beverages","Cereal/Breakfast Food"
NA,"Victoria","Marinara Sauce","Food & Beverages, Gravy/Sauces","Undeclared Cashew","Victoria","Food & Beverages","Gravy/Sauces"
0003-11-20,"Northwest Cuisine Creations, Fresh&Local","Sandwiches","Food & Beverages, Foodborne Illness","May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7).","Spokane Produce, Inc.","Food & Beverages",""
